2019-03-29 07:57:00,116   INFO  [main] HOST: PID of this Volt process is 36
2019-03-29 07:57:00,124   INFO  [main] HOST: Command line arguments: org.voltdb.VoltDB initialize deployment /etc/config/deployment.xml voltdbroot /var/voltdb/
2019-03-29 07:57:00,126   INFO  [main] HOST: Command line JVM arguments: -Xmx2048m -Xms2048m -XX:+AlwaysPreTouch -Djava.awt.headless=true -Djavax.security.auth.useSubjectCredsOnly=false -Dsun.net.inetaddr.ttl=300 -Dsun.net.inetaddr.negative.ttl=3600 -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/tmp -XX:+UseParNewGC -XX:+UseConcMarkSweepGC -XX:+CMSParallelRemarkEnabled -XX:+UseTLAB -XX:CMSInitiatingOccupancyFraction=75 -XX:+UseCMSInitiatingOccupancyOnly -XX:+UseCondCardMark -Dsun.rmi.dgc.server.gcInterval=9223372036854775807 -Dsun.rmi.dgc.client.gcInterval=9223372036854775807 -XX:CMSWaitDuration=120000 -XX:CMSMaxAbortablePrecleanTime=120000 -XX:+ExplicitGCInvokesConcurrent -XX:+CMSScavengeBeforeRemark -XX:+CMSClassUnloadingEnabled -Dlog4j.configuration=file:///opt/voltdb/voltdb/log4j.xml -Djava.library.path=default
2019-03-29 07:57:00,126   INFO  [main] HOST: Command line JVM classpath: /opt/voltdb/voltdb/voltdb-8.4.jar:/opt/voltdb/lib/httpclient-4.3.6.jar:/opt/voltdb/lib/netty-tcnative-boringssl-static-2.0.20.Final.jar:/opt/voltdb/lib/jetty-servlet-9.3.21.v20170918.jar:/opt/voltdb/lib/slf4j-api-1.6.2.jar:/opt/voltdb/lib/scala-xml_2.11-1.0.2.jar:/opt/voltdb/lib/tomcat-juli.jar:/opt/voltdb/lib/metrics-core-2.2.0.jar:/opt/voltdb/lib/lz4-1.2.0.jar:/opt/voltdb/lib/avro-1.7.7.jar:/opt/voltdb/lib/commons-logging-1.1.3.jar:/opt/voltdb/lib/jackson-core-asl-1.9.13.jar:/opt/voltdb/lib/jetty-util-9.3.21.v20170918.jar:/opt/voltdb/lib/snmp4j-2.5.2.jar:/opt/voltdb/lib/kafka-clients-0.8.2.2.jar:/opt/voltdb/lib/owner-1.0.9.jar:/opt/voltdb/lib/commons-codec-1.6.jar:/opt/voltdb/lib/jetty-security-9.3.21.v20170918.jar:/opt/voltdb/lib/httpcore-4.3.3.jar:/opt/voltdb/lib/super-csv-2.1.0.jar:/opt/voltdb/lib/jetty-http-9.3.21.v20170918.jar:/opt/voltdb/lib/httpasyncclient-4.0.2.jar:/opt/voltdb/lib/commons-lang3-3.0.jar:/opt/voltdb/lib/jetty-continuation-9.3.21.v20170918.jar:/opt/voltdb/lib/jsch-0.1.51.jar:/opt/voltdb/lib/kafka_2.11-0.8.2.2.jar:/opt/voltdb/lib/felix.jar:/opt/voltdb/lib/jline-2.10.jar:/opt/voltdb/lib/jetty-server-9.3.21.v20170918.jar:/opt/voltdb/lib/httpcore-nio-4.3.2.jar:/opt/voltdb/lib/owner-java8-1.0.9.jar:/opt/voltdb/lib/tomcat-jdbc.jar:/opt/voltdb/lib/servlet-api-3.1.jar:/opt/voltdb/lib/jna.jar:/opt/voltdb/lib/vmetrics.jar:/opt/voltdb/lib/log4j-1.2.16.jar:/opt/voltdb/lib/jackson-mapper-asl-1.9.13.jar:/opt/voltdb/lib/jetty-io-9.3.21.v20170918.jar:/opt/voltdb/lib/scala-parser-combinators_2.11-1.0.2.jar:/opt/voltdb/lib/snappy-java-1.1.1.7.jar:/opt/voltdb/lib/slf4j-nop-1.6.2.jar:/opt/voltdb/lib/protobuf-java-3.4.0.jar:/opt/voltdb/lib/scala-library-2.11.5.jar:/opt/voltdb/lib/netty-all-4.1.32.Final.jar:/opt/voltdb/lib/extension/voltdb-rabbitmq.jar
2019-03-29 07:57:00,281   INFO  [main] CONSOLE: When using the INIT command, some deployment file settings (hostcount and voltdbroot path) are ignored
2019-03-29 07:57:00,281   INFO  [main] HOST: When using the INIT command, some deployment file settings (hostcount and voltdbroot path) are ignored
2019-03-29 07:57:00,298   INFO  [main] HOST: Initialized VoltDB root directory /var/voltdb/voltdbroot
2019-03-29 07:57:00,298   INFO  [main] CONSOLE: Initialized VoltDB root directory /var/voltdb/voltdbroot
2019-03-29 07:57:02,622   INFO  [main] HOST: PID of this Volt process is 8
2019-03-29 07:57:02,631   INFO  [main] CONSOLE: Initializing VoltDB...

 _    __      ____  ____  ____ 
| |  / /___  / / /_/ __ \/ __ )
| | / / __ \/ / __/ / / / __  |
| |/ / /_/ / / /_/ /_/ / /_/ / 
|___/\____/_/\__/_____/_____/

--------------------------------

2019-03-29 07:57:02,631   INFO  [main] HOST: Found VoltDB license file at path: /etc/license/license.xml
2019-03-29 07:57:02,767   INFO  [main] CONSOLE: Build: 8.4 voltdb-8.4-0-g56361f2-local Enterprise Edition
2019-03-29 07:57:02,768   INFO  [main] CONSOLE: Licensed to: VocaLinkXDCR1
2019-03-29 07:57:02,768   INFO  [main] HOST: Command line arguments: org.voltdb.VoltDB probe placementgroup 0 license /etc/license/license.xml voltdbroot /var/voltdb/ mesh voltdb-0.voltdb-cluster hostcount 10
2019-03-29 07:57:02,769   INFO  [main] HOST: Command line JVM arguments: -Xmx2048m -Xms2048m -XX:+AlwaysPreTouch -Djava.awt.headless=true -Djavax.security.auth.useSubjectCredsOnly=false -Dsun.net.inetaddr.ttl=300 -Dsun.net.inetaddr.negative.ttl=3600 -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/tmp -XX:+UseParNewGC -XX:+UseConcMarkSweepGC -XX:+CMSParallelRemarkEnabled -XX:+UseTLAB -XX:CMSInitiatingOccupancyFraction=75 -XX:+UseCMSInitiatingOccupancyOnly -XX:+UseCondCardMark -Dsun.rmi.dgc.server.gcInterval=9223372036854775807 -Dsun.rmi.dgc.client.gcInterval=9223372036854775807 -XX:CMSWaitDuration=120000 -XX:CMSMaxAbortablePrecleanTime=120000 -XX:+ExplicitGCInvokesConcurrent -XX:+CMSScavengeBeforeRemark -XX:+CMSClassUnloadingEnabled -Dlog4j.configuration=file:///opt/voltdb/voltdb/log4j.xml -Djava.library.path=default
